MP ID	MP Label	MeSH ID	MeSH Label	HP ID	HP Label	Mapping Source	Notes
MP:0003983	decreased cholesterol level						
MP:0000186	decreased circulating HDL cholesterol level			HP:0003233	Decreased HDL cholesterol concentration	Manual	
MP:0000183	decreased circulating LDL cholesterol level			HP:0003563	Decreased LDL cholesterol concentration	Manual	
MP:0002942	decreased circulating alanine transaminase level						
MP:0002966	decreased circulating alkaline phosphatase level			HP:0003282	Low alkaline phosphatase	Manual	
MP:0008805	decreased circulating amylase level			HP:0410289	Hypoamylasemia	LOOM	
MP:0005632	decreased circulating aspartate transaminase level						
MP:0005635	decreased circulating bilirubin level			HP:0033480	Hypobilirubinemia	Manual	
MP:0000195	decreased circulating calcium level			HP:0002901	Hypocalcemia	Manual	
MP:0005179	decreased circulating cholesterol level			HP:0003146	Hypocholesterolemia	LOOM	
MP:0005554	decreased circulating creatinine level			HP:0012101	Decreased serum creatinine	Manual	
MP:0010088	decreased circulating fructosamine level						
MP:0005560	decreased circulating glucose level			HP:0001943	Hypoglycemia	Manual	
MP:0003442	decreased circulating glycerol level			HP:0031794	Decreased circulating glycerol level	LOOM	
MP:0002727	decreased circulating insulin level			HP:0040216	Hypoinsulinemia	Manual	
MP:0004151	decreased circulating iron level						
MP:0010093	decreased circulating magnesium level			HP:0002917	Hypomagnesemia	Manual	
MP:0000198	decreased circulating phosphate level			HP:0002148	Hypophosphatemia	Manual	
MP:0005628	decreased circulating potassium level			HP:0002900	Hypokalemia	Manual	
MP:0005419	decreased circulating serum albumin level						
MP:0005567	decreased circulating total protein level						
MP:0002644	decreased circulating triglyceride level			HP:0012153	Hypotriglyceridemia		
MP:0005012	decreased eosinophil cell number			HP:0031891	Decreased eosinophil count	Manual	
MP:0002875	decreased erythrocyte cell number						
MP:0001417	decreased exploration in new environment						
MP:0011940	decreased food intake						
MP:0020422	decreased freezing behavior						
MP:0003440	decreased glycerol level						
MP:0000334	decreased granulocyte number			HP:0001913	Granulocytopenia	Manual	
MP:0010053	decreased grip strength						
MP:0010580	decreased heart left ventricle size						
MP:0005333	decreased heart rate					LOOM	MeSH removed
MP:0003929	decreased heart rate variability			HP:0031861	Decreased heart rate variability	LOOM	
MP:0002834	decreased heart weight						
MP:0000208	decreased hematocrit			HP:0031851	Reduced hematocrit	Manual	MeSH LOOM mappingremoved
MP:0011182	decreased hematopoietic cell number						
MP:0002874	decreased hemoglobin content						
MP:0002460	decreased immunoglobulin level			HP:0004313	Decreased circulating antibody level	LOOM	
MP:0003961	decreased lean body mass						
MP:0004686	decreased length of long bones						
MP:0000221	decreased leukocyte cell number			HP:0001882	Leukopenia	Manual	
MP:0005631	decreased lung weight						
MP:0005016	decreased lymphocyte cell number			HP:0001888	Lymphopenia	Manual	
MP:0005562	decreased mean corpuscular hemoglobin					LOOM	MeSH removed
MP:0005642	decreased mean corpuscular hemoglobin concentration			HP:0025547	Decreased mean corpuscular hemoglobin concentration	LOOM	
MP:0002591	decreased mean corpuscular volume			HP:0025066	Decreased mean corpuscular volume	LOOM	MeSH removed
MP:0008935	decreased mean platelet volume			HP:0005537	Decreased mean platelet volume	LOOM	MeSH removed
MP:0013513	decreased memory-marker CD4-negative NK T cell number						
MP:0013662	decreased myeloid cell number						
MP:0000222	decreased neutrophil cell number			HP:0001875	Neutropenia	Manual	
MP:0009142	decreased prepulse inhibition					LOOM	MeSH removed
MP:0005576	decreased pulmonary ventilation					LOOM	MeSH removed
MP:0010068	decreased red blood cell distribution width						
MP:0004953	decreased spleen weight						
MP:0001489	decreased startle reflex					LOOM	MeSH removed
MP:0012225	decreased sterol level						
MP:0020870	decreased thigmotaxis						
MP:0010025	decreased total body fat amount						
MP:0011965	decreased total retina thickness						
MP:0012322	decreased total tissue mass						
MP:0005318	decreased triglyceride level			HP:0012153	Hypotriglyceridemia	Manual	
MP:0002757	decreased vertical activity						
MP:0004937	dilated heart						
MP:0002753	dilated heart left ventricle						
MP:0008022	dilated heart ventricle						
MP:0000274	enlarged heart			HP:0001640	Cardiomegaly	LOOM	
MP:0000274	enlarged heart	D006332	Cardiomegaly			Manual	
MP:0000599	enlarged liver			HP:0002240	Hepatomegaly	LOOM	
MP:0000599	enlarged liver	D006529	Hepatomegaly			Manual	
MP:0004882	enlarged lung						
MP:0006203	eye hemorrhage	D005130	Eye Hemorrhage			LOOM	
MP:0006203	eye hemorrhage			HP:0011885	Hemorrhage of the eye	Manual	
MP:0001307	fused cornea and lens						
MP:0003189	fused joints						
MP:0005378	growth/size/body region phenotype						
MP:0005377	hearing/vestibular/ear phenotype						
MP:0010559	heart block	D006327	Heart Block	HP:0012722	Heart block	LOOM	
MP:0005397	hematopoietic system phenotype						
MP:0001914	hemorrhage	D006470	Hemorrhage			LOOM	
MP:0005376	homeostasis/metabolism phenotype						
MP:0001399	hyperactivity			HP:0000752	Hyperactivity	LOOM	
MP:0001402	hypoactivity						
MP:0005387	immune system phenotype	D007107	Immune System			Manual	
MP:0012317	impaired conditioning behavior						
MP:0009454	impaired contextual conditioning behavior						
MP:0009456	impaired cued conditioning behavior						
MP:0005293	impaired glucose tolerance			HP:0040270	Impaired glucose tolerance	LOOM	
MP:0001523	impaired righting response						
MP:0005292	improved glucose tolerance						
MP:0005655	increased aggression					LOOM	MeSH removed
MP:0001363	increased anxiety-related response						
MP:0002606	increased basophil cell number			HP:0031807	Increased basophil count	Manual	
MP:0005565	increased blood urea nitrogen level			HP:0003138	Increased blood urea nitrogen	Manual	
MP:0008821	increased blood uric acid level						
MP:0001257	increased body length						
MP:0001264	increased body size					LOOM	MeSH removed
MP:0001260	increased body weight			HP:0004324	Increased body weight	LOOM	MeSH removed
MP:0010123	increased bone mineral content					LOOM	MeSH removed
MP:0000062	increased bone mineral density			HP:0011001	Increased bone mineral density	LOOM	
MP:0005238	increased brain size						
MP:0002176	increased brain weight						
MP:0005599	increased cardiac muscle contractility						
MP:0003982	increased cholesterol level						
MP:0001556	increased circulating HDL cholesterol level			HP:0012184	Increased HDL cholesterol concentration	Manual	
MP:0000182	increased circulating LDL cholesterol level			HP:0003141	Increased LDL cholesterol concentration	Manual	
MP:0002941	increased circulating alanine transaminase level						
MP:0002968	increased circulating alkaline phosphatase level			HP:0003155	Elevated circulating alkaline phosphatase concentration	Manual	
MP:0008806	increased circulating amylase level			HP:0410288	Hyperamylasemia	LOOM	
MP:0005344	increased circulating bilirubin level			HP:0002904	Hyperbilirubinemia	Manual	
MP:0000194	increased circulating calcium level			HP:0003072	Hypercalcemia	Manual	
MP:0003019	increased circulating chloride level			HP:0011423	Hyperchloremia	Manual	
MP:0005178	increased circulating cholesterol level			HP:0003124	Hypercholesterolemia	Manual	
MP:0005553	increased circulating creatinine level			HP:0003259	Elevated circulating creatinine concentration 	Manual	
MP:0010087	increased circulating fructosamine level						
MP:0005559	increased circulating glucose level			HP:0003074	Hyperglycemia	Manual	
MP:0003443	increased circulating glycerol level			HP:0040302	Hyperglycerolemia	Manual	
MP:0008810	increased circulating iron level						
MP:0010092	increased circulating magnesium level			HP:0002918	Hypermagnesemia	Manual	
MP:0005627	increased circulating potassium level			HP:0002153	Hyperkalemia	Manual	
MP:0005633	increased circulating sodium level			HP:0003228	Hypernatremia	Manual	
MP:0005568	increased circulating total protein level						
MP:0001552	increased circulating triglyceride level						
MP:0003063	increased coping response						
MP:0011962	increased cornea thickness			HP:0011487	Increased corneal thickness	LOOM	
MP:0005011	increased eosinophil cell number			HP:0001880	Eosinophilia	Manual	
MP:0003131	increased erythrocyte cell number						
MP:0001415	increased exploration in new environment						
MP:0003441	increased glycerol level						
MP:0000322	increased granulocyte number			HP:0032310	Granulocytosis	Manual	
MP:0010052	increased grip strength						
MP:0010579	increased heart left ventricle size						
MP:0002626	increased heart rate			HP:0001649	Tachycardia	Manual	MeSH LOOM mappingremoved
MP:0008772	increased heart ventricle size						
MP:0002833	increased heart weight						
MP:0002608	increased hematocrit			HP:0001899	Increased hematocrit	LOOM	MeSH removed
MP:0011181	increased hematopoietic cell number						
MP:0005564	increased hemoglobin content						
MP:0002944	increased lactate dehydrogenase level			HP:0025435	Increased lactate dehydrogenase level	LOOM	
MP:0003960	increased lean body mass						
MP:0004695	increased length of long bones						
MP:0000218	increased leukocyte cell number			HP:0001974	Leukocytosis	Manual	
MP:0002981	increased liver weight						
MP:0010895	increased lung compliance					LOOM	MeSH removed
MP:0005630	increased lung weight						
MP:0005013	increased lymphocyte cell number			HP:0100827	Lymphocytosis	Manual	
MP:0005561	increased mean corpuscular hemoglobin					LOOM	MeSH removed
MP:0002590	increased mean corpuscular volume			HP:0005518	Increased mean corpuscular volume	LOOM	MeSH removed
MP:0002599	increased mean platelet volume			HP:0011877	Increased mean platelet volume	LOOM	MeSH removed
MP:0000220	increased monocyte cell number			HP:0012311	Monocytosis	Manual	
MP:0013663	increased myeloid cell number						
MP:0000219	increased neutrophil cell number			HP:0011897	Neutrophilia	Manual	
MP:0009141	increased prepulse inhibition					LOOM	MeSH removed
MP:0005573	increased pulmonary respiratory rate						
MP:0005575	increased pulmonary ventilation					LOOM	MeSH removed
MP:0010378	increased respiratory quotient						
MP:0001488	increased startle reflex					LOOM	MeSH removed
MP:0012226	increased sterol level						
MP:0002797	increased thigmotaxis						
MP:0010024	increased total body fat amount						
MP:0012323	increased total tissue mass						
MP:0005317	increased triglyceride level			HP:0002155	Hypertriglyceridemia	Manual	
MP:0002959	increased urine microalbumin level						
MP:0002962	increased urine protein level			HP:0000093	Proteinuria	Manual	
MP:0002574	increased vertical activity						
MP:0010771	integument phenotype						
MP:0001634	internal hemorrhage			HP:0011029	Internal hemorrhage	LOOM	
MP:0004222	iris synechia						
MP:0005371	limbs/digits/tail phenotype						
MP:0005370	liver/biliary system phenotype						
MP:0004357	long tibia						
MP:0000001	mammalian phenotype						
MP:0005369	muscle phenotype	D009132	Muscles			Manual	
MP:0003631	nervous system phenotype	D009420	Nervous System			Manual	
MP:0031094	organomegaly						
MP:0001289	persistence of hyaloid vascular system						
MP:0001186	pigmentation phenotype	D010858	Pigmentation			Manual	
MP:0003896	prolonged PR interval			HP:0012248	Prolonged PR interval	LOOM	
MP:0003233	prolonged QT interval			HP:0001657	Prolonged QT interval	LOOM	
MP:0010506	prolonged RR interval						
MP:0005367	renal/urinary system phenotype						
MP:0005388	respiratory system phenotype	D012137	Respiratory System			Manual	
MP:0012121	sclerocornea			HP:0000647	Sclerocornea	LOOM	
MP:0002764	short tibia			HP:0005736	Short tibia	LOOM	
MP:0010393	shortened QRS complex duration						
MP:0010507	shortened RR interval						
MP:0010571	shortened ST segment						
MP:0005390	skeleton phenotype	D012863	Skeleton			Manual	
MP:0002188	small heart			HP:0001961	Hypoplastic heart	LOOM	
MP:0003641	small lung			HP:0002089	Pulmonary hypoplasia	LOOM	
MP:0000692	small spleen			HP:0006270	Hypoplastic spleen	Manual	
MP:0002953	thick ventricular wall						
MP:0003179	thrombocytopenia	D013921	Thrombocytopenia	HP:0001873	Thrombocytopenia	LOOM	
MP:0005505	thrombocytosis	D013922	Thrombocytosis	HP:0001894	Thrombocytosis	LOOM	
MP:0000745	tremors	D014202	Tremor	HP:0001337	Tremor	LOOM	
MP:0001512	trunk curl						
MP:0009644	uremia	D014511	Uremia			LOOM	
MP:0005412	vascular stenosis						
MP:0004609	vertebral fusion			HP:0002948	Vertebral fusion	LOOM	
MP:0003036	vertebral transformation						
MP:0013328	visceromegaly			HP:0003271	Visceromegaly	LOOM	
MP:0005391	vision/eye phenotype						
